"","uniform.title","count"
"5348","Ein fabelhafter Lügnernd",1
"5349","Ein fast perfekter Plan",1
"5350","Ein Fels mit Charme",1
"5351","Ein Fest für Boris",3
"5352","Ein Flaneur in Berlin",1
"5353","Ein fliehendes Pferd",5
"5354","Ein fliehendes Pferdn",1
"5355","Ein fliehendes Pferdrk",1
"5356","Ein Flugzeug über dem Haus und andere Geschichten",1
"5357","Ein folgenschwerer Ausflug",1
"5358","Ein Frauenproblem",1
"5359","Ein fremder Feind",1
"5360","Ein Freund",2
"5361","Ein frohes Weihnachtsfest",1
"5362","Ein ganz besonderes Jahr",2
"5363","Ein ganz gewöhnlicher Jude",1
"5364","Ein ganzes Leben",18
"5365","Ein Gauner im Tollhausnd",1
"5366","Ein General kommt aus dem Dschungel",1
"5367","Ein Gespräch im Hause Stein über den abwesenden Herrn von Goethe",1
"5368","Ein Gott der Frechheit",7
"5369","Ein Gott der Frechheit neugriech",1
"5370","Ein Gott der Frechheitrk",1
"5371","Ein halbes Jahr ein ganzes Leben",1
"5372","Ein Haus in Böhmen",1
"5373","Ein Hermelin in Tschernopol",4
"5374","Ein herzlicher Blumengruß",1
"5375","Ein Hungerkünstler",1
"5376","Ein Iglu für Zwei",2
"5377","Ein Jahr aus der Nacht gesprochen",2
"5378","Ein Jahr in Arkadien",1
"5379","Ein Kampf",2
"5380","Ein Kampf um Rom",1
"5381","Ein Kind",1
"5382","Ein Kind Afrikas",1
"5383","Ein Kind ist ein Geschenk des Himmelsnd",1
"5384","Ein Kind unserer Zeit",3
"5385","Ein Kind unserer Zeit neugriech",1
"5386","Ein Kinderspiel",1
"5387","Ein kleines Glück für jeden Tag",1
"5388","Ein kleines Glück für jeden Tagnd",1
"5389","Ein kleines Lächeln für jeden Tagnd",1
"5390","Ein kleines Licht für dunkle Stundennd",1
"5391","Ein Koffer voller Geldnd",1
"5392","Ein Komet fällt vom Himmelnd",1
"5393","Ein Kreuz in Sibirien",4
"5394","Ein Kriegsendend",1
"5395","Ein Kriegsenderk",1
"5396","Ein kurtzweilig Lesen von Dil Ulenspiegel",1
"5397","Ein kurzes Buch über die Liebe",1
"5398","Ein Kuss im Regen",1
"5399","Ein Lächeln eine Rose",1
"5400","Ein Lächeln für die Seele",2
"5401","Ein Landarzt",1
"5402","Ein Leben vor und nach dem Tode",1
"5403","Ein Licht über dem Kopf",1
"5404","Ein liebender Mann",13
"5405","Ein liebender Mann neugriech",1
"5406","Ein liebender Mannn",1
"5407","Ein liebender Mannnd",1
"5408","Ein lieber Gruß",1
"5409","Ein Liebesreigen",1
"5410","Ein Liebhaber des Halbschattens",2
"5411","Ein Liebhaber zuviel ist noch zuwenig",3
"5412","Ein Lied für die Vermissten",1
"5413","Ein Lied für meinen Vater",1
"5414","Ein Mädchen aus Torusk",1
"5415","Ein Mädchen aus Torusknd",1
"5416","Ein Mann  ein Buch",2
"5417","Ein Mann ein Mord",8
"5418","Ein Mann ein Mordrk",1
"5419","Ein Mann für den Dreizehnten",1
"5420","Ein Mann für eine Nachtnd",1
"5421","Ein Mann für gewisse Sekunden",2
"5422","Ein Mann für jede Tonart",3
"5423","Ein Mann im Haus",3
"5424","Ein Mann im Hausnd",1
"5425","Ein Mann spielt verrückt",1
"5426","Ein Mann spielt verrückt niederdt",1
"5427","Ein Mann wie ein Erdbeben",3
"5428","Ein Mann will nach oben",3
"5429","Ein Mann zum Nachtisch",1
"5430","Ein Mensch den man nicht vergißt",1
"5431","Ein Mensch wie dund",1
"5432","Ein moderner Lederstrumpf",1
"5433","Ein Mönch unter den Wölfen",3
"5434","Ein Mord den jeder begeht",4
"5435","Ein Mord den jeder begehtn",1
"5436","Ein Mord den jeder begehtnd",1
"5437","Ein Mord in Riga",1
"5438","Ein neuer Morgenrk",1
"5439","Ein neuer Nachbar",1
"5440","Ein Opfer des Beichtgeheimnisses",4
"5441","Ein Ort für Zufälle",2
"5442","Ein Paar  ein Buch",1
"5443","Ein paar Leute suchen das Glück und lachen sich tot",2
"5444","Ein paar Pfund zuviel",1
"5445","Ein paar Tage Licht",1
"5446","Ein perfekter Freund",6
"5447","Ein perfekter Freundn",1
"5448","Ein perfekter Freundnd",1
"5449","Ein perfekter Freundrk",1
"5450","Ein perfekter Kellner",7
"5451","Ein Regenschirm für diesen Tag",13
"5452","Ein Regenschirm für diesen Tag neugriech",1
"5453","Ein Regenschirm für diesen Tagnd",1
"5454","Ein Schloß in Österreich ",1
"5455","Ein schnelles Leben",2
"5456","Ein schnelles Lebennd",1
"5457","Ein schöner Hase ist meistens der Einzellne",1
"5458","Ein Schritt vom Weg",1
"5459","Ein seltsamer Helfer",1
"5460","Ein silbergrüner Wasserfall",1
"5461","Ein Single kommt selten allein",1
"5462","Ein Soldat und ein Mädchen",1
"5463","Ein Sommer wie dieser",1
"5464","Ein Spiel das die Götter sich leisten",1
"5465","Ein Sportstück",3
"5466","Ein springender Brunnen",11
"5467","Ein springender Brunnen neugriech",1
"5468","Ein springender Brunnennd",1
"5469","Ein springender Brunnenrk",1
"5470","Ein Stern ist mir ins Herz gefallen",1
"5471","Ein Strauß voll guter Wünsche",3
"5472","Ein sturer Hund",1
"5473","Ein Tag am Meer veränderte ihr Leben",1
"5474","Ein Tag auf dieser Erde",1
"5475","Ein Tag im Jahr im neuen Jahrhundert",2
"5476","Ein Tag im Leben des Galen neugriech",1
"5477","Ein Tanz für den Scheich",1
"5478","Ein total verrückter Plan",1
"5479","Ein Traum in Rot",1
"5480","Ein Traum von Afrika",1
"5481","Ein unbekannter Mensch",1
"5482","Ein Unding der Liebe",2
"5483","Ein Unding der Lieben",1
"5484","Ein ungeratener Sohn",1
"5485","Ein unmoralisches Sonderangebot",3
"5486","Ein unmoralisches Sonderangebotrk",1
"5487","Ein unsichtbares Land",2
"5488","Ein Walzer aus Wien",1
"5489","Ein warmes Plätzchen",1
"5490","Ein weiblicher Sultan",1
"5491","Ein weißes Land",2
"5492","Ein weites Feld",14
"5493","Ein weites Feldn",1
"5494","Ein weites Feldnd",1
"5495","Ein Winter in Nizza",1
"5496","Ein Wochenende in Söderholm",1
"5497","Ein Wochenende voller Zärtlichkeit",1
"5498","Ein wunderliches SchauSpiel vom niederländischen Bauer",1
"5499","Ein zauberhafter Sommer",1
"5500","Ein Zimmer im Haus des Krieges",2
"5501","Ein Zimmer über dem Meer",1
"5502","Einakter",1
"5503","Einakter und kleine Dramen des Expressionismus",1
"5504","Einander geschenkt",1
"5505","Einar Schleef Gertrud",1
"5506","Einbahnstrasse",1
"5507","Einbahnstraße",2
"5508","Einbahnstrassend",1
"5509","Einbahnstraßerk",1
"5510","Eindringlinge",1
"5511","Eine ägyptische Königstochter",1
"5512","Eine ägytische Königstochter",1
"5513","Eine Ahnung von Anfang",1
"5514","Eine andere Form des Glücks",1
"5515","Eine angesehene Familie",1
"5516","Eine Art Bescherung ltAnthologie",1
"5517","Eine Billion Dollar",2
"5518","Eine Billion Dollarn",1
"5519","Eine Billion Dollarrk",1
"5520","Eine blassblaue Frauenschrift",4
"5521","Eine blaßblaue Frauenschrift",3
"5522","Eine blassblaue Frauenschrift Iwrith",1
"5523","Eine Blume für die Königin",1
"5524","Eine Bovary aus Brandenburgnd",1
"5525","Eine exklusive Liebe",8
"5526","Eine Falle für Varus",1
"5527","Eine Frage der Zeit",3
"5528","Eine Frage der Zeit neugriech",1
"5529","Eine Frage der Zeitnd",1
"5530","Eine Frau",1
"5531","Eine Frau eine Wohnung ein Roman",4
"5532","Eine Frau eine Wohnung ein Roman Iwrith",1
"5533","Eine Frau hat Mut",1
"5534","Eine Frau Iwrith",1
"5535","Eine Frau zu sehen",2
"5536","Eine Frau zu sehennd",1
"5537","Eine fromme Lüge",1
"5538","Eine Galaxis stirbt",1
"5539","Eine ganz andere Frau",1
"5540","Eine ganz gewöhnliche Ehe",2
"5541","Eine ganz gewöhnliche Ehend",1
"5542","Eine gefährlich schöne Frau",1
"5543","Eine gefährliche Begegnung",5
"5544","Eine Geschichte vom Galgenmännlein",1
"5545","Eine glückliche Ehe",1
"5546","Eine glückliche Liebe",1
"5547","Eine gute Partie",1
"5548","Eine Handvoll Leben",1
"5549","Eine Handvoll Männlichkeit",7
"5550","Eine Handvoll Männlichkeit neugriech",1
"5551","Eine jüdische Mutter",1
"5552","Eine jüdische Mutternd",1
"5553","Eine Kastanie in Amsterdam",1
"5554","Eine Leiche für Margarete",1
"5555","Eine Liebe am Tiber",1
"5556","Eine Liebe am Tibern",1
"5557","Eine Liebe aus nichts",4
"5558","Eine Liebe aus nichtsn",1
"5559","Eine Liebe aus nichtsnd",1
"5560","Eine Liebe in Berlin",1
"5561","Eine Messe für die Medici",2
"5562","Eine Nacht im November",1
"5563","Eine neue Zeit",1
"5564","Eine Österreicherin erlebt den Anschluss",1
"5565","Eine Reise",3
"5566","Eine Reise in die Märchenwelt Afrikas",1
"5567","Eine Reise Iwrith",1
"5568","Eine Rose für eine Nonne",1
"5569","Eine Schädigung",2
"5570","Eine schöne Bescherung",1
"5571","Eine sehr kleine Frau",1
"5572","Eine Stunde Aufenthalt",2
"5573","Eine Stunde hinter Mitternacht",1
"5574","Eine Sünde zuviel",5
"5575","Eine Sünde zuvieln",1
"5576","Eine Sünde zuvielnd",2
"5577","Eine Szene aus dem Ghetto von Venedig",1
"5578","Eine teuflische Weihnachtsgeschichte",1
"5579","Eine tuwinische Geschichte und neue Erzählungen",2
"5580","Eine tuwinische Geschichte und neue Erzählungenn",1
"5581","Eine unbeliebte Frau",4
"5582","Eine unbeliebte Frau neugriech",1
"5583","Eine unbeliebte Fraurk",1
"5584","Eine ungeliebte Frau",1
"5585","Eine unglückliche Liebe",3
"5586","Eine Wohnung eine Frau ein Roman",1
"5587","Eine wundersame Weihnachtsreise",3
"5588","Eine Zierde für den Verein",1
"5589","Einen Blick werfen",1
"5590","Einen Superhelden ohne Umhang nennt man Papa",1
"5591","Einer",2
"5592","Einer der auszog um reich zu werden",1
"5593","Einer gegen Terra",1
"5594","Einer muss es tun",1
"5595","Einernd",1
"5596","Eines Dichters letzte Reise",1
"5597","Eines Tages vielleicht auch nachts",2
"5598","Einfach du",3
"5599","Einfach kompliziertn",1
"5600","Einfach mal abtauchen",2
"5601","Einfach mal nichts tun",2
"5602","Einfach schön dieses Leben",1
"5603","Eingedunkelt und Gedichte aus dem Umkreis von Eingedunkelt",1
"5604","Einladung an allen",1
"5605","Einladung an die Waghalsigen",4
"5606","Einmal Bali und zurücknd",1
"5607","Einmal Himmel und retour",2
"5608","Einmal lebt ich",3
"5609","Einmal lebt ichn",1
"5610","Einmal lebt ichnd",1
"5611","Eins im andern",1
"5612","Eins im Andern",2
"5613","Einsame Texte die auf Geschichte warten",1
"5614","Einstein on the lakerk",1
"5615","Einsteins Tränen",1
"5616","Eintagsfliegen leben länger",2
"5617","Einweihung",12
"5618","Einweihungn",1
"5619","Einweihungnd",1
"5620","Einzelhaft",1
"5621","Eis",1
"5622","Eis auf der Brücke",1
"5623","Eis neugriech",1
"5624","Eisblumen",1
"5625","Eisige Nähe",2
"5626","Eiskinder",1
"5627","Eismond",9
"5628","Eismond Iwrith",1
"5629","Eismondn",1
"5630","Eismondrk",1
"5631","Eisrk",1
"5632","EisTau",6
"5633","Eistaun",1
"5634","EisTaund",1
"5635","Eistodnd",1
"5636","Eiswind der Zeit",1
"5637","Ekkehard",1
"5638","El Comandante",1
"5639","El Hakim",2
"5640","El mal de Montano",1
"5641","Elbenzorn",1
"5642","Elbeszélések",1
"5643","Elchis Winterrätsel",1
"5644","Elchscheiße",1
"5645","Elchtest",1
"5646","Eldorado",1
"5647","Elefanten können nicht in die Luft springen weil sie zu dick sind  oder wollen sie nicht",1
"5648","Elektra",1
"5649","Elementargeister und Dämonen",1
"5650","Elf Kleine Dressuren",1
"5651","Elfenfeuer",1
"5652","Elfriede Jelinek Am Königsweg",2
"5653","Elfriede Jelinek Der Tod und das Mädchen IV",3
"5654","Elfriede Jelinek Die Ausgesperrten",3
"5655","Elfriede Jelinek Die Klavierspielerin",7
"5656","Elfriede Jelinek Die Liebhaberinnen",3
"5657","Elfriede Jelinek Die Schutzbefohlenen",3
"5658","Elfriede Jelinek Er nicht als er",1
"5659","Elfriede Jelinek Krankheit",1
"5660","Elfriede Jelinek Lust",1
"5661","Elfriede Jelinek Macht nichts",1
"5662","Elfriede Jelinek Rein Gold",1
"5663","Elfriede Jelinek Schatten Eurydike sagt",3
"5664","Elfriede Jelinek Was geschah nachdem Nora ihren Mann verlassen hatte",1
"5665","Elfriede Jelinek Winterreise",5
"5666","Eli",2
"5667","Eliana  Samba im Blut",1
"5668","Elias Canetti Das Geheimherz der Uhr",1
"5669","Elias Canetti Der Ohrenzeuge",3
"5670","Elias Canetti Die Blendung",2
"5671","Elias Canetti Die Fliegenpein",1
"5672","Elias Canetti Die Stimmen von Marrakesch",1
"5673","Elisabeth Ephrussi von The exiles return",1
"5674","Elisabeth Herrmann Das Dorf der Mörder",3
"5675","Elisabeth Herrmann Das Kindermädchen",1
"5676","Elisabeth Herrmann Der Schneegänger",1
"5677","Elisabeth IInd",1
"5678","Elisabeth von England",1
"5679","Elisabeth von Thüringen",1
"5680","Elisabeth von Thüringen  die Kraft der Liebe",1
"5681","Elisabeth von Thüringennd",1
"5682","Ellen Berg Blonder wirds nicht",1
"5683","Ellen Berg Ich koch dich tot",1
"5684","Ellen Olestjerne",1
"5685","Ellernklipp",1
"5686","Ellmer",1
"5687","Elly",1
"5688","Elsa ungeheuer",1
"5689","Elsi die seltsame Magd",1
"5690","Elvira auf Gran Canaria",2
"5691","Emanuel Bergmann Der Trick",9
"5692","Emil",1
"5693","Emilia Galotti",3
"5694","Emilys großer Tag",1
"5695","Emine Sevgi Özdamar Das Leben ist eine Karawanserei hat zwei Türen aus einer kam ich rein aus der anderen ging ich raus",2
"5696","Emine Sevgi Özdamar Die Brücke vom Goldenen Horn",1
"5697","Emmas Glück",9
"5698","Emmas Glücknd",1
"5699","Emmuska Orczy The scarlet pimpernel",1
"5700","Ende",1
"5701","Ende des Stadtplans",1
"5702","Ende einer Dienstfahrt",4
"5703","Ende einer Dienstfahrt Iwrith",1
"5704","Ende einer Dienstfahrt neugriech",1
"5705","Ende gut",2
"5706","Endgültig",2
"5707","Endlich",2
"5708","Endlich frei",1
"5709","Endlich Schluss",1
"5710","Endlich Schlussrk",1
"5711","Endlich Stille",1
"5712","Endlich über vierzig",1
"5713","Endmoränen",1
"5714","Endmoränenrk",1
"5715","Endstation Fremdenlegion",1
"5716","Endstufe",2
"5717","Endzeit",4
"5718","Endzeit 2020",1
"5719","Engel",2
"5720","Engel der Vergessenen",1
"5721","Engel des Vergessens",2
"5722","Engel für zehn Schilling",1
"5723","Engel mit Trompete",1
"5724","Engel oder Sünderin",1
"5725","Engel sind schwarz und weiß",1
"5726","Engel und Joe",1
"5727","EngelBerta bringt dir Glück",1
"5728","EngelBerta ist immer für dich da",1
"5729","Engelnd",1
"5730","Engelsfluch",1
"5731","Engelsfürst",1
"5732","Engelsgift",1
"5733","Engelszungen",1
"5734","Englische Märchennd",1
"5735","Engste Heimat",3
"5736","Engültig",1
"5737","Enmaō no kuchi",1
"5738","Enneagramms Tierleben",1
"5739","Ensel und Krete",4
"5740","Entblösst",1
"5741","Ente gut  alles gut",1
"5742","Entfernung von der Truppe",1
"5743","Entfesselt",1
"5744","Enthymesis",1
"5745","Enthymesis ltEinzelwerk",1
"5746","Entlang des Weges",1
"5747","Entscheidung der Herzen",1
"5748","Entwurf einer Liebe auf den ersten Blick",2
"5749","Enwor",1
"5750","Enzensberger",1
"5751","Ephraim Kishon für Manager",1
"5752","Er ist wieder da",24
"5753","Er ist wieder da neugriech",1
"5754","Er ist wieder dan",1
"5755","Er ist wieder dand",1
"5756","Er kam aus den Bergen",1
"5757","Er nicht als er",2
"5758","Er oder ich",1
"5759","Erben des Feuers",1
"5760","Erben des Schweigens",1
"5761","Erben will gelernt seinnd",1
"5762","Erdbeeren",1
"5763","Erdgeist",2
"5764","Erec",1
"5765","Ereignisse",1
"5766","Erfolg",2
"5767","Erfolg Iwrith",1
"5768","Erfolgnd",1
"5769","Erich Däniken von Ich liebe die ganze Welt",1
"5770","Erich Hackl Abschied von Sidonie",1
"5771","Erich Hackl Auroras Anlass",3
"5772","Erich Kästner Drei Männer im Schnee",1
"5773","Erich Kästner Pünktchen und Anton",1
"5774","Erich Maria Remarque Arc de Triomphe",2
"5775","Erich Maria Remarque Der Funke Leben",4
"5776","Erich Maria Remarque Der Himmel kennt keine Günstlinge",4
"5777","Erich Maria Remarque Der schwarze Obelisk",3
"5778","Erich Maria Remarque Der Weg zurück",2
"5779","Erich Maria Remarque Die Traumbude",2
"5780","Erich Maria Remarque Drei Kameraden",2
"5781","Erich Maria Remarque Gam",1
"5782","Erich Maria Remarque Im Westen nichts Neues",11
"5783","Erich Maria Remarque Liebe deinen Nächsten",2
"5784","Erich Maria Remarque Schatten im Paradies",4
"5785","Erich Maria Remarque Zeit zu leben und Zeit zu sterben",6
"5786","Erich Mühsam Psychologie der Erbtante",1
"5787","Erika",2
"5788","Erika Burkart Das späte Erkennen der Zeichen",1
"5789","Erika Burkart Geheimbrief",1
"5790","Erika oder der verborgene Sinn des Lebens",2
"5791","Erinnerung an Gärten",1
"5792","Erinnerung an Hans",1
"5793","Erinnerung mit Bäumen",1
"5794","Erinnerungen an Scuoltoroman",1
"5795","Erinnerungen aus meinem Leben",1
"5796","Erinnerungen eines Narren",1
"5797","Erkenne dich selbst",1
"5798","Erledigungen vor der Feier",1
"5799","Erlösung",1
"5800","Ermordung des Glücks",2
"5801","Ermunterungen zum Genuss",1
"5802","Ernst August Friedrich Klingemann Nachtwachen",1
"5803","Ernst Augustin Robinsons blaues Haus",1
"5804","Ernst Haffner Blutsbrüder",8
"5805","Ernst Jünger Afrikanische Spiele",1
"5806","Ernst Jünger Auf den MarmorKlippen",1
"5807","Ernst Jünger Besuch auf Godenholm",2
"5808","Ernst Jünger Das abenteuerliche Herz",1
"5809","Ernst Jünger Das Sanduhrbuch",1
"5810","Ernst Jünger Eumeswil",2
"5811","Ernst Jünger Gläserne Bienen",2
"5812","Ernst Jünger Heliopolis",1
"5813","Ernst Jünger Sturm",3
"5814","Ernst Meister Im Zeitspalt",1
"5815","Ernst Meister Sage vom Ganzen den Satz",1
"5816","Ernst Meister Wandloser Raum",1
"5817","Ernst Toller Der deutsche Hinkemann",1
"5818","Ernst und Falk",4
"5819","Ernst Weiß Die Feuerprobe",1
"5820","Ernst Wiechert Die Jerominkinder",1
"5821","Erntedank",1
"5822","Eros",3
"5823","Eros neugriech",1
"5824","Erosnd",1
"5825","Erotische Novellen aus galanter Zeit",1
"5826","Erst die Rache dann das Vergnügen",2
"5827","Erst die Rache dann das Vergnügen neugriech",1
"5828","Erst wenn die Boten kommen",1
"5829","Erste Liebe",1
"5830","Erstes Erlebnis",2
"5831","Erstes Leid",1
"5832","Erwachen zum grossen Schlafkrieg",1
"5833","Erwachen zum großen Schlafkrieg",1
"5834","Erzähl mir von der Liebe",2
"5835","Erzähler der Nacht",2
"5836","Erzähler der Nacht Iwrith",1
"5837","Erzählungen",5
"5838","Erzählungen aus Südtirol",1
"5839","Erzählungen aus Südtirolnd",1
"5840","Erzählungen Sagen und Legenden aus Ungarns Vorzeit",1
"5841","Erzählungen von Engeln Geistern und Dämonen",1
"5842","Erzählungen von Engeln Geistern und Dämonennd",1
"5843","Erzählungennd",1
"5844","Erzengel",1
"5845","Es begann damals in Afrika",1
"5846","Es begann damals in Afrikand",1
"5847","Es bleibt in der Familie",1
"5848","Es blieb nur ein rotes Segel",1
"5849","Es blieb nur ein rotes Segelnd",1
"5850","Es geht uns gut",9
"5851","Es geht uns gut neugriech",1
"5852","Es geht uns gutn",1
"5853","Es geht uns gutnd",1
"5854","Es gibt ein Glück",1
"5855","Es irrt der Mensch",1
"5856","Es irrt der Mensch so lang er strebt",1
"5857","Es ist nichts geschehen",1
"5858","Es ist spät ich kann nicht atmen",3
"5859","Es ist Zeit Abriss neugriech",1
"5860","Es kam aus der Sonne",1
"5861","Es kam die Nachricht",1
"5862","Es klopft",1
"5863","Es muss nicht immer Kaviar sein",4
"5864","Es muß nicht immer Kaviar sein",4
"5865","Es muss nicht immer Kaviar seinn",1
"5866","Es muss nicht immer Kaviar seinnd",1
"5867","Es steht ein Bau im Odenwald",1
"5868","Es war",1
"5869","Es war einmal",1
"5870","Es war keine Untreue",1
"5871","Es waren Habichte in der Luft",1
"5872","Esaus Sehnsucht",1
"5873","Esch oder die Anarchie",2
"5874","Escher",1
"5875","ESCHERS Liste",1
"5876","Esel",1
"5877","Eskalation ordinär",1
"5878","Eskandar",3
"5879","Eskandarnd",1
"5880","Eskimo Limon 9",1
"5881","EskimoMärchennd",1
"5882","Esra Iwrith",1
"5883","Esran",1
"5884","Essen ist meine Lieblingsspeise",1
"5885","Esther Kinsky Am Fluss",1
"5886","Esther Kinsky Hain",4
"5887","Etüde für Adele und einen Hund",1
"5888","Etüden im Schnee",6
"5889","Etzel Andergast",1
"5890","Eugen Ruge Follower",2
"5891","Eugen Ruge In Zeiten des abnehmenden Lichts",1
"5892","Eugen Zabel Der Roman einer Kaiserin",1
"5893","Eumeswil",4
"5894","Eumeswiln",1
"5895","Eure Kraft und meine Herrlichkeit",1
"5896","Europäische Trilogie",1
"5897","Eva",1
"5898","Eva Menasse Quasikristalle",2
"5899","Eva Menasse Tiere für Fortgeschrittene",3
"5900","Eva Menasse Vienna",1
"5901","Eva Völler Tulpengold",1
"5902","Evas Cousine",3
"5903","Evas Cousine neugriech",1
"5904","Evas Cousinend",1
"5905","Eveline Hasler Anna Göldin letzte Hexe",1
"5906","Evelyn Grill Das Antwerpener Testament",1
"5907","Ewald Arenz Der Duft von Schokolade",2
"5908","Ewald Tragy",3
"5909","Ewers",1
"5910","Ewig",1
"5911","Ewig dein",5
"5912","Ewig Dein",7
"5913","Ewiges Leben",1
"5914","Exekution eines Kalbes und andere Erzählungen",1
"5915","Exerzierplatz",4
"5916","Exerzierplatz Iwrith",1
"5917","Exil",2
"5918","Exil Iwrith",1
"5919","Exit  das Buch Logbuch 1907",1
"5920","Exkarnation",1
"5921","Exkarnation  Krieg der alten Seelen",2
"5922","Exkarnation  Seelensterben",1
"5923","Exodus der Generationen",1
"5924","F",13
"5925","F neugriech",1
"5926","Fabeln",1
"5927","Fabian",9
"5928","Fabian W Williges Wenn du nicht da bist ",1
"5929","Fabrik der Offiziere",3
"5930","Fabulierbuch",2
"5931","Fabulierbuchnd",1
"5932","Facetten der Ewigkeit",1
"5933","Fachsprachen",1
"5934","Fahr mit mir in die Stadt der Liebe",1
"5935","Fäkaliendramennd",1
"5936","Falk Richter Trust",1
"5937","Fallensteller",3
"5938","Fallers große Liebe",1
"5939","Falsche Bewegung",1
"5940","Falsche Zungen",1
"5941","Familienleben",1
"5942","Familienlebennd",1
"5943","Familienpackung",4
"5944","Familienpoker",1
"5945","Fanny Lewald Clementine",1
"5946","Fantasiestücke in Callots Manier",2
"5947","Fantastische Weihnachten",2
"5948","Farben der Schuldn",1
"5949","Farben des Lebens",1
"5950","Farnhams Legende",1
"5951","Faserland",4
"5952","Faserland Iwrith",1
"5953","Fast 1 Leben",1
"5954","Fast ein bißchen Frühling",1
"5955","Fast eine Kindheit",2
"5956","Fast genial",1
"5957","Fastnachtspiele",3
"5958","Fatima",1
"5959","Fatma Aydemir Ellbogen",1
"5960","Faust",56
"5961","Faust Iwrith",1
"5962","Faust ltVolksbuch",1
"5963","Faust neugriech",1
"5964","FaustIn and out",1
"5965","Faustinas Küsse",1
"5966","Faustinas Küsse neugriech",1
"5967","Faustinas Küssend",1
"5968","Faustn",5
"5969","Faustnd",1
"5970","Faustrecht",1
"5971","Fausts Leben Taten und Höllenfahrt",2
"5972","Fausts Leben Taten und Höllenfahrt neugriech",1
"5973","Feenfeuer",1
"5974","Feenhände",3
"5975","Feenzauber",1
"5976","Fegefeuer oder die Reise ins Zuchthaus",1
"5977","Fehlurteil",1
"5978","Feiertagskinder",1
"5979","Feind der Kosmokraten ltTeilausgabe 4 Hefte",1
"5980","Feldzug der Liebe",1
"5981","Felicitas",1
"5982","Felicitas Hoppe Iwein Löwenritter",1
"5983","Felidae",10
"5984","Felidae auf der Straße",1
"5985","Felidaerk",2
"5986","Felix Guttmann",2
"5987","Felix Salten Der Hund von Florenz",1
"5988","Felix Salten Josefine Mutzenbacher",1
"5989","FelixSzenen",1
"5990","Fels der Einsamkeit",1
"5991","Felsenbrüternd",2
"5992","FelsenPantheon und NaturPark auf der Herrschaft Kleinskal in Böhmen",1
"5993","Ferdinand Bruckner Krankheit der Jugend",1
"5994","Ferdinand Schirach von Carl Tohrbergs Weihnachten",1
"5995","Ferdinand Schirach von Schuld",1
"5996","Ferdinand Schirach von Strafe",1
"5997","Ferdinand Schirach von Terror",1
"5998","Ferdinand und Isabella",1
"5999","Ferien mit Papa",2
"6000","Fernando Krapp hat mir diesen Brief geschrieben",2
"6001","Ferne Frauennd",1
"6002","Fernhandel",1
"6003","Fernsteuerungnd",1
"6004","Fesseln der Angst",1
"6005","Fesselspiele",1
"6006","Festland",2
"6007","Festlandnd",1
"6008","Festung der sechs Monde",1
"6009","Fette Jahrerk",1
"6010","Fette Welt",2
"6011","Feuchtgebiete",15
"6012","Feuchtgebiete Iwrith",1
"6013","Feuchtgebieten",1
"6014","Feuchtgebietend",2
"6015","Feuer",1
"6016","Feuer auf die Erde",1
"6017","Feuer brennt nicht",1
"6018","Feuer und Flamingo",1
"6019","Feuer unter den Füßen",1
"6020","Feuerblume",1
"6021","Feuerfalter",1
"6022","Feuergesicht",6
"6023","Feuerproben",1
"6024","Feuertochter",1
"6025","Fiabe",1
"6026","Fierce invalids home from hot climates",1
"6027","Figaro lässt sich scheiden",2
"6028","Figuren",1
"6029","Fiktionen",1
"6030","Filou",1
"6031","Filzengraben",1
"6032","Final cut",2
"6033","Final Cut",3
"6034","Final Cutn",1
"6035","Finale Berlin",3
"6036","Finale für Pluto",1
"6037","Finis terrae",2
"6038","Finis terraend",1
"6039","Fink und Fliederbusch",1
"6040","Finks Krieg",2
"6041","Finks Kriegrk",1
"6042","FinnOle Heinrich Räuberhände",1
"6043","Finsterau",3
"6044","Fiorenza",1
"6045","First memorable conversation with the chimaera",1
"6046","Fischwinternd",1
"6047","Fish tales  coyote stories",1
"6048","Fishermans Friend in meiner Koje",1
"6049","Fitzek",1
"6050","Flächenbrand",2
"6051","Flametti oder vom Dandysmus der Armen",4
"6052","Flamingos",1
"6053","Flamme der Nacht",1
"6054","Flamme und Harfend",1
"6055","Flammendes Haff",1
"6056","Fledermäuse",3
"6057","Fleiss und Industrie",1
"6058","Flieg zu den Sternen",1
"6059","Fliegengewicht",3
"6060","Flieh bevor der Morgen graut",1
"6061","Fliehende Ansicht",1
"6062","Fliehkräfte",1
"6063","Fließendes Licht",1
"6064","Flimmergeschichten",1
"6065","Flix",1
"6066","Flöhe hüten ist leichter",1
"6067","Florentinische Nächte",1
"6068","Florentinische Nächte neugriech",1
"6069","Fluch der Hebamme",2
"6070","Fluch des Wikingers",1
"6071","Flucht",1
"6072","Flucht aus dem Harem",2
"6073","Flucht in den Frieden",1
"6074","Flucht in den Norden",4
"6075","Flucht in Frankreich",1
"6076","Flucht nach oben",1
"6077","Flucht ohne Ende",1
"6078","Flucht und Verwandlung",1
"6079","Flucht von Intermezzo",1
"6080","Flucht vor dem Schicksal",2
"6081","Flucht vor der Ehe",1
"6082","Flucht vor der Wahrheit",1
"6083","Flüchtlingsgespräche",1
"6084","Flüchtlingsgespräche Iwrith",1
"6085","Fluchtpunkt",1
"6086","Flug der Pelikane",1
"6087","Flug über die Grenze",2
