"","place","Freq","latitude","longitude"
"1161","Schaesberg",1,50.9080845,6.0264604
"1162","Schliengen",1,47.7566623,7.5758903
"1163","Schloss Hamborn",2,51.6629,8.7763474
"1164","Schloß Hamborn",1,51.6623671,8.77112656448212
"1165","Schmallenberg",1,51.1525937,8.2836014
"1166","Schmitten",2,50.2694775,8.4440229
"1167","Schöneck Germany",1,50.2056,8.83333
"1168","Schöneiche",1,51.9363631,14.7511975
"1169","Schöneiche b  Berlin",1,52.4800491,13.6959278
"1170","Schönkirchen",1,54.3371728,10.2231105
"1171","Schoorl",2,52.7008899,4.6939819
"1172","Schwanenstadt",1,48.0545249,13.7749232
"1173","Schwarzenbruck",3,49.3561174,11.2396099
"1174","Schwaz",1,47.3449529,11.7084253
"1175","Scranton",1,41.4086874,-75.6621294
"1176","Scurelle",4,46.0644655,11.5059309
"1177","Segovia",3,40.9502159,-4.1241494
"1178","Segrate",2,45.4907352,9.2948204
"1179","Sejny",4,54.1101732,23.3471420818337
"1180","Selinsgrove",1,40.8062437,-76.8607084
"1181","Seltjarnarnesi",2,NA,NA
"1182","Senden in oppido Bavariae Suebicae",2,NA,NA
"1183","Sénouillac",2,43.9428734,1.9484841
"1184","Sens",1,48.1978559,3.282606
"1185","Šentjur",1,46.2168375,15.3937905
"1186","Seo ul teug byeol si",2,NA,NA
"1187","Seregno",1,45.649723,9.2053999
"1188","Sevenoaks",1,51.27452185,0.196116556219498
"1189","Seyssel sur Rhône",1,NA,NA
"1190","Shaftesbury",1,51.00745765,-2.2004617292233
"1191","Shang hai Shi",2,31.2322758,121.4692071
"1192","Shen yang",3,41.6749893,123.458674
"1193","Shen yang Shi",2,41.6749893,123.458674
"1194","Shen zhen",3,22.5445741,114.0545429
"1195","Shijiazhuang",4,38.0429742,114.5088385
"1196","Shkode  r",4,NA,NA
"1197","Shreveport",1,32.5221828,-93.7651944
"1198","Šiauliai",1,55.9340823,23.3157775
"1199","Siedlce",2,52.1615938,22.2812533029883
"1200","Siena",4,43.1672254,11.4671811613391
"1201","Siero   Asturias",1,43.3952982,-5.63570239376242
"1202","Šilutė",3,55.3413747,21.4605697
"1203","Simferopol",1,44.9521459,34.1024858
"1204","Sindelfingen",2,48.7084162,9.0035455
"1205","Sirkeci",1,41.0144906,28.9740157
"1206","Skive",1,56.6459244,8.93273216015491
"1207","Skopelos",1,39.14020475,23.6814636111773
"1208","Sławno",1,54.36114195,16.6754076140828
"1209","Slemmestad",2,59.7805524,10.4955482
"1210","Slonim",1,53.0927071,25.3193209
"1211","Slovenj Gradec",1,46.509144,15.0790677
"1212","Słupsk",2,54.46057085,17.0277300370177
"1213","Smalensk",1,54.7814057,32.0461261
"1214","Smederovo",1,NA,NA
"1215","Smolensk",1,54.7814057,32.0461261
"1216","Södermalm",1,59.3159445,18.0779938
"1217","Soest  Niederlande",2,52.16447575,5.29572556069561
"1218","Sofjia",1,NA,NA
"1219","Sokolov",1,50.1815641,12.640035
"1220","Solna",2,59.361367,18.0013693
"1221","Sombor",1,45.7727397,19.1147036
"1222","Somonte Cenero",1,NA,NA
"1223","Sopot",4,54.44190905,18.5430944457045
"1224","Sopron",3,47.6803063,16.5983457
"1225","Sotto il Monte",1,44.570926,10.3577751
"1226","Sŏul si",1,24.1383621,120.6805313
"1227","South Pasadena",1,34.1133062,-118.1478291
"1228","South Royalton",2,43.8203029,-72.5212589
"1229","Soveria Mannelli",2,39.08289,16.371898
"1230","Spanien",1,39.3260685,-4.8379791
"1231","Speyer",1,49.3165553,8.433615
"1232","Spézet",1,48.1925931,-3.7165137
"1233","Split",4,43.5116383,16.4399659
"1234","Sremski Karlovici",1,45.2030463,19.9338336
"1235","St  Gallen",4,47.4250593,9.3765878
"1236","St  Goar",1,50.15,7.71667
"1237","St  Louis",1,38.6264256,-90.1995853
"1238","St  Vith",1,50.2803881,6.1258953
"1239","St Petersburg",1,59.938732,30.316229
"1240","St Quentin de Caplong",4,44.7832132,0.1305517
"1241","Stabekk",3,59.9083417,10.6015667
"1242","Stanford",1,37.4265407,-122.170292584092
"1243","Stans",1,46.9570611,8.3661026
"1244","Stara Zagora",3,42.4248111,25.6257479
"1245","Statenice",1,50.1425734,14.3185339
"1246","Stawiguda",3,53.6584991,20.4011694
"1247","Steenvoorde",1,50.8101261,2.5816407
"1248","Steinhagen",4,53.8436425,11.929235
"1249","Stelle Wittenwurth",2,54.2601329,9.0557507
"1250","Stellenbosch",1,-33.934444,18.869167
"1251","Steòrnabhagh",1,58.20842,-6.3881077
"1252","Steyr",2,48.0390046,14.4191276
"1253","Štíty",1,49.9612234,16.7657581
"1254","Stockaryd",1,57.3195952,14.5911191
"1255","Stralsund",1,54.3096314,13.0820846
"1256","Strängnäs",1,59.3763155,17.0268194
"1257","Strassburg",1,48.584614,7.7507127
"1258","Straßburg",1,48.584614,7.7507127
"1259","Středokluky",1,50.1310041,14.2400846002101
"1260","Stronie Śląskie",2,50.2916337,16.8736919
"1261","Struga",1,41.1770278,20.6790586
"1262","Studio City",4,34.1483989,-118.3961877
"1263","Studnice",2,49.7379577,15.9029153
"1264","Stuttgart  i e  Fellbach",1,NA,NA
"1265","Suceava",1,47.53265345,25.8345939174141
"1266","Suitashi",1,34.764884,135.51735
"1267","Sulejówek",4,52.244349,21.2782481728157
"1268","Sulzbach",2,50.302682,7.7518932
"1269","Sulzbach  Taunus",1,50.1326128,8.5279513
"1270","Šumen",2,43.2703797,26.9247362
"1271","Sumy",2,50.90007875,34.809040734367
"1272","Suwashi",1,36.03209,138.114118
"1273","Svendborg",1,55.0629877,10.6070651
"1274","Sverdlovsk",1,56.7881462,60.6689577911664
"1275","Swansea",2,51.6195955,-3.9459248
"1276","Świebodzin",2,52.2498357,15.5324973
"1277","Syracuse",3,37.0646139,15.2907196
"1278","Szczecin",3,53.42968095,14.5929126702923
"1279","Szczecin Bezrzecze",3,53.4570668,14.4672695
"1280","Szentendre",1,47.6677606,19.0760467
"1281","Szombathely",1,47.2291184,16.6187625
"1282","T arn asen",2,NA,NA
"1283","T bilissi",1,NA,NA
"1284","Tʹbilisi",1,41.6934591,44.8014495
"1285","Tábor",2,49.4141533,14.6587234
"1286","Taching am See",1,47.9613232,12.7261058
"1287","Tacoma",1,47.2495798,-122.4398746
"1288","Taejŏn",1,36.3496,127.3848
"1289","Tafalla",1,42.5278279,-1.6744823
"1290","Tafalla Nafarroa",3,42.5278279,-1.6744823
"1291","Tai be",2,50.9393399,5.16851025824197
"1292","Tai bei shi",1,25.0375198,121.5636796
"1293","Tai yuan",1,37.93030135,112.165661234417
"1294","Taibei shi",1,25.0375198,121.5636796
"1295","Taibei Shi",1,25.0375198,121.5636796
"1296","Taibei Si",1,34.490729,107.332195
"1297","Taksim İstanbul",4,41.0380506,28.985549
"1298","Tallin",1,59.4372155,24.7453688
"1299","Tampere",3,61.4980214,23.7603118
"1300","Tapolca",1,46.8820972,17.4389619
"1301","Ṭarābulus",1,32.896672,13.1777923
"1302","Târgovişte",1,44.9267709,25.462816
"1303","Tårnåsen",3,59.8152436,10.8198943
"1304","Tárnok",1,47.36862825,18.8403359445089
"1305","Tarnów",1,50.0259883,20.9640584269623
"1306","Tata",3,47.6500863,18.3181275
"1307","Taufkirchen",1,48.3441996,12.1311312
"1308","Tbilisi",3,41.6934591,44.8014495
"1309","Tbilissi",2,41.6934591,44.8014495
"1310","Techin",1,53.5830653,10.9606417
"1311","Teheran",2,35.6892523,51.3896004
"1312","Tehran Iran",1,35.6892523,51.3896004
"1313","Telgte",1,51.983522,7.784859
"1314","Temeswar",1,45.7538355,21.2257474
"1315","Tempe",2,33.4255056,-111.9400091
"1316","Tepebaşı Beyoğlu",1,41.0324757,28.9735828
"1317","Terhorst",1,52.8426614,6.50914
"1318","Ternopilʹ",1,49.6630002,25.6167516
"1319","Territet",1,46.4249698,6.9246438
"1320","Terschuur",1,52.1654085,5.5194754
"1321","Tesserete",3,46.067382,8.9664531
"1322","Teşvikiye İstanbul",1,41.0474007,28.9944641
"1323","Tetove",2,42.0068297,20.9728556
"1324","Thaon",2,49.2578445,-0.4547545
"1325","Thessalonlikē",1,NA,NA
"1326","Thonon les Bains",2,46.3731303,6.4779448
"1327","Thorndike",3,44.5781254,-69.2758775
"1328","Thun",1,46.7582827,7.628086
"1329","Tihran",1,NA,NA
"1330","Tirano",1,41.3281482,19.8184435
"1331","Tišnov",1,49.348838,16.4244906
"1332","Tjumen",1,57.153534,65.542274
"1333","Tokushima",1,34.0698307,134.5550353
"1334","Tokyo",1,35.6828387,139.7594549
"1335","Toledo",1,39.8560679,-4.0239568
"1336","Toliara",1,-23.354173,43.66966
"1337","Tollarp",1,55.9340622,13.9751411
"1338","Toluca",1,19.292545,-99.6569007
"1339","Tolvsrad",1,NA,NA
"1340","Tomsk",1,58.32465385,81.5293723723215
"1341","Topkapı",3,37.5212869,38.0911954
"1342","Torsby",1,60.5,13.083333
"1343","Tórshavn",2,62.012,-6.768
"1344","Torun",1,53.0145361,18.5965831446516
"1345","Torún",1,53.0145361,18.5965831446516
"1346","Třebíč",4,49.2151907,15.8816091
"1347","Trebur",1,49.9094126,8.38899548787064
"1348","Trenton",1,40.2170575,-74.7429463
"1349","Trier",1,49.7596208,6.6441878
"1350","Trois Rivières",1,46.3507999,-72.5571257
"1351","Trondheim",4,63.4305658,10.3951929
"1352","Troy",1,39.95737395,26.2380174610116
"1353","Trun",1,48.8430632,0.033079
"1354","Tschechien",1,49.8167003,15.4749544
"1355","Tübingen",4,48.5236164,9.0535531
"1356","Tuebingen",1,42.3089063,-83.7189502108694
"1357","Tula",1,45.2678347,1.7706797
"1358","Turich",2,41.8647153,1.9698943
"1359","Turin",1,45.0677551,7.6824892
"1360","Turitg",2,47.3744489,8.5410422
"1361","Tver",1,56.858675,35.9208284
"1362","Tverʹ",3,56.858675,35.9208284
"1363","Überlingen",1,47.7667246,9.1666488
"1364","Übersee am Chiemsee",1,47.8810902,12.4744401355604
"1365","Uelzen",1,52.9840679,10.5385881546504
"1366","Uhldingen Bodensee",1,47.7417763,9.18883829187946
"1367","Újvidék",1,45.2551338,19.8451756
"1368","Ulanbaator",1,47.9875179,107.4635354
"1369","Ungarn",1,47.1817585,19.5060937
"1370","University Park",1,52.9387428,-1.20029569274574
"1371","Úny",2,47.6430813,18.7473322786687
"1372","Upper Ferntree Gully",1,-37.8926042,145.3076559
"1373","Uppsala",2,59.8586126,17.6387436
"1374","Urbana",1,40.1117174,-88.207301
"1375","USA",1,39.7837304,-100.445882
"1376","Üsküdar İstanbul",1,41.0249053,29.0175283
"1377","Ústí nad Labem",3,50.6603327,14.0381357
"1378","Ústi nad Orlicí",1,49.9737603,16.3941695
"1379","Utting",1,48.822143,13.0833231
"1380","Uviéu",4,43.3604218,-5.8450534
"1381","V Bratislave",3,48.1425382,17.1063047032882
"1382","V Bratislavě",1,48.1425382,17.1063047032882
"1383","V Brně",1,48.8528304,17.4960029463273
"1384","V Českých Budějovicích",1,48.96683815,14.4746534738063
"1385","V Praza",1,59.94227,30.2774344
"1386","V Praze Podlesí",1,NA,NA
"1387","Vacallo",1,45.8473065,9.0347767
"1388","Vaerløse",1,55.783333,12.383333
"1389","Valchava",1,46.600758,10.4073947
"1390","Valence",1,39.4697065,-0.3763353
"1391","Valencina de la Concepción",3,37.4175713,-6.0738363
"1392","Valkeakoski",2,61.2637921,24.0301278
"1393","Vallodolid",2,NA,NA
"1394","Vanves Cedex",4,NA,NA
"1395","Varazdin",1,46.31267315,16.3510190970873
"1396","Varaždin",2,46.31267315,16.3510190970873
"1397","Varberg",3,57.1057412,12.2502949
"1398","Varese",1,45.83971285,8.75415759491766
"1399","Varnsdorf",1,50.9124244,14.6194058
"1400","Ve Zlíně",1,49.2225204,17.66484
"1401","Vechta",1,52.7310691,8.2873162
"1402","Vechta Langförden",1,52.785035,8.2543126
"1403","Veghel",3,51.6134636,5.5446455
"1404","Venaxomoduri",1,NA,NA
"1405","Venda Nova",1,-19.8084764,-43.976767267767
"1406","Vénissieux",1,45.6977109,4.8855966
"1407","Vestmanna",1,62.156,-7.166
"1408","Veszprém",1,47.0928058,17.9140147
"1409","Viby",2,28.42074785,79.4467280438574
"1410","Vic",3,-36.5986096,144.6780052
"1411","Vídeň",1,48.2083537,16.3725042
"1412","Viganello",1,46.0133003,8.9674303
"1413","Vila do Conde",1,41.3580981,-8.7475631
"1414","Vila Nova de Gaia",2,41.1300103,-8.6058415
"1415","Vilafranca del Penedès",3,41.3463825,1.6995213
"1416","Villa San Secondo",1,45.005075,8.1352487
"1417","Villands V anga",1,NA,NA
"1418","Villaviciosa de Odón",1,40.3573787,-3.9002334
"1419","Villegly",1,43.2877,2.44074
"1420","Villeneuve d Ascq",1,50.6193174,3.1314002
"1421","Vimercate",1,45.6139627,9.37006
"1422","Vimperk",4,49.0526997,13.774198
"1423","Vinius",1,51.427224,5.4868138
"1424","Visby",1,57.6379361,18.297982
"1425","Vitoria Gasteiz",4,42.8465088,-2.6724025
"1426","Vladivostok",1,43.17199225,131.964259665437
"1427","Vnanje Gorice",1,46.0029121,14.4145492
"1428","Vologda",2,60.0391461,43.1215213
"1429","Vordingborg",1,55.0102518,11.9097478
"1430","Voznice",3,49.8172194,14.216702
"1431","Vraca",1,43.398819,23.7157232184709
"1432","Vught",1,51.6511806,5.23680013206246
"1433","W  Somerville",1,42.3962821,-71.1222772
"1434","W Krakowie",1,50.06043135,19.9236201200417
"1435","W Lipsku",1,51.33845385,12.3786385685098
"1436","Waarbeke",1,50.7779309,3.968228
"1437","Waddinxveen",4,52.0443437,4.64159612038075
"1438","Wadgassen",1,49.2634657,6.7922183
"1439","Wageningen",1,51.9685817,5.66829806182796
"1440","Waging am See",1,47.9335806,12.7341255
"1441","Waldems Steinfischbach",1,50.2765773,8.34362867169657
"1442","Walden",1,41.5612048,-74.1884806
"1443","Walldorf",1,49.3038134,8.6433518
"1444","Ware",1,51.8103288,-0.0328751
"1445","Warmbronn",1,48.7645631,8.9870213
"1446","Warsaw",1,52.2319581,21.0067249
"1447","Warschau",2,52.2319581,21.0067249
"1448","Warszwa",1,NA,NA
"1449","Warwick",1,52.2814519,-1.5815742
"1450","Washington",2,38.8950368,-77.0365427
"1451","Waterloo",2,42.498275,-92.3328743
"1452","Weiden",1,46.0634632,13.2358377
"1453","Weilburg",3,50.4823062,8.2669053
"1454","Weilerswist",2,50.76442455,6.84611603917952
"1455","Weimar",1,50.9810486,11.3296637
"1456","Weinheim",2,49.5462349,8.6717458
"1457","Weinsheim",1,50.2307505,6.4716189
"1458","Weissach i T",1,48.91117885,9.50471670791667
"1459","Wellington",1,-41.2887953,174.7772114
"1460","Wenzendorf",1,53.3514838,9.7682921
"1461","Wépion",1,50.4212957,4.8633768
"1462","Wesel",1,51.6576909,6.617087
"1463","Weßling",1,48.0739105,11.2523969
"1464","Weybridge",1,51.3727175,-0.4549297
"1465","Whately",1,42.4369478,-72.6415173
"1466","Widnau",1,47.4053426,9.6356294
"1467","Wiener Neustadt",1,47.80708635,16.2332595946294
"1468","Wies",1,46.7190989,15.2702936
"1469","Wiesbaden",1,50.0820384,8.2416556
"1470","Wiesenburg",2,52.1106374,12.4625362146749
"1471","Wiesloch",1,49.2942599,8.698707
"1472","Wilno",1,54.6870458,25.2829111
"1473","Windhoek",1,-22.5776104,17.0772739
"1474","Winnert",1,54.4333,9.2
"1475","Wisen",1,47.3923239,7.885972
"1476","Witzwort",1,54.3995249,8.9866427
"1477","Wolfsberg",1,46.8390583,14.8452061
"1478","Wolfsburg",1,52.4205588,10.7861682
"1479","Woodbridge",1,40.5576045,-74.2845911
"1480","Woodside",1,37.4299388,-122.253855
"1481","Wroclaw",4,51.1263106,16.9781963305126
"1482","Wu han",4,30.5951051,114.2999353
"1483","Wuppertal",1,51.264018,7.1780374
"1484","Würselen",1,50.8178682,6.1341108
"1485","Xalapa",1,19.5408338,-96.9146374
"1486","Xi an",2,34.3430507,108.9350839
"1487","Xiang gang",1,22.2793278,114.1628131
"1488","Xin dian",2,24.9580672,121.5376308
"1489","Yardley",1,40.245664,-74.8459972
"1490","Yenibosna",4,41.0119526,28.8182303
"1491","Yerres",1,48.716811,2.4879753
"1492","Yverdon les Bains",2,46.7785711,6.6409158
"1493","Yvonand",4,46.7983158,6.7445021
"1494","Zabgreb",1,NA,NA
"1495","Zakrzewo",1,52.3991372,16.7189385
"1496","Zamora",1,41.6857693,-5.94231501834098
"1497","Zaporož e",1,NA,NA
"1498","Zaprešic",1,45.8572728,15.8050436
"1499","Zapršić",1,NA,NA
"1500","Zarautz",3,43.2834873,-2.1723467
"1501","Zebegény",1,47.80540655,18.9217824289949
"1502","Zebrzydowice",1,49.8699168,18.6247092
"1503","Zenica",4,44.199828,17.9093012
"1504","Zenica Tuzla",1,NA,NA
"1505","Zheng zhou",1,34.7487244,113.6191483
"1506","Zielona Góra",1,51.92766315,15.5490054179164
"1507","Zirl",1,47.2733773,11.2422348
"1508","Zlin",1,49.226766,17.6667415
"1509","Zug",2,47.1486137,8.5539378
"1510","Zurigo",1,47.3744489,8.5410422
"1511","Zutphen",1,52.143222,6.2044441
"1512","Žytomyr",1,50.2598298,28.6692345
"1513","ʿAmmān",2,31.9515694,35.9239625
